path,name,usagov
/US FEDERAL GOVERNMENT/[usagov] Federal Highway Administration,[usagov] Federal Highway Administration,"{'name': 'Federal Highway Administration', 'description': 'The Federal Highway Administration supports state and local government in the design, construction, and maintenance of the highway system.', 'website': [{'link': 'http://www.fhwa.dot.gov/', 'title': 'Federal Highway Administration'}], 'contact': [{'link': 'https://www.fhwa.dot.gov/contact/', 'title': ''}, {'link': 'https://www.fhwa.dot.gov/contact/', 'title': 'Contact the Federal Highway Administration'}], 'phone_number': ['1-202-366-4000'], 'email': [{'link': 'mailto:execsecretariat.fhwa@fhwa.dot.gov', 'title': ''}, {'link': 'mailto:execsecretariat.fhwa@fhwa.dot.gov', 'title': ''}], 'main_address': ['1200 New Jersey Ave., SE', 'Washington,', 'DC', '20590']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Geographic Data Committee,[usagov] Federal Geographic Data Committee,"{'name': 'Federal Geographic Data Committee', 'description': 'The Federal Geographic Data Committee is an interagency group that promotes and coordinates the production, use, and publication of geospatial data.', 'website': [{'link': 'http://www.fgdc.gov/', 'title': 'Federal Geographic Data Committee'}], 'contact': [{'link': 'http://www.fgdc.gov/aboutus', 'title': ''}, {'link': 'http://www.fgdc.gov/aboutus', 'title': 'Contact the Federal Geographic Data Committee'}], 'email': [{'link': 'mailto:fgdc@fgdc.gov', 'title': ''}, {'link': 'mailto:fgdc@fgdc.gov', 'title': ''}], 'main_address': ['12201 Sunrise Valley Dr.', 'MS 590', 'Reston,', 'VA', '20192']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Financing Bank,[usagov] Federal Financing Bank,"{'name': 'Federal Financing Bank', 'description': 'The Federal Financing Bank was created to centralize, reduce the cost of, and efficiently manage federal borrowing.', 'website': [{'link': 'http://www.treas.gov/ffb/', 'title': 'Federal Financing Bank'}], 'contact': [{'link': 'http://www.treasury.gov/ffb/contacts.shtml', 'title': ''}, {'link': 'http://www.treasury.gov/ffb/contacts.shtml', 'title': 'Contact the Federal Financing Bank'}], 'phone_number': ['1-202-622-2470'], 'email': [{'link': 'mailto:ffb@do.treas.gov', 'title': ''}, {'link': 'mailto:ffb@do.treas.gov', 'title': ''}], 'main_address': ['U.S. Department of the Treasury', '1500 Pennsylvania Ave., NW', 'Washington,', 'DC', '20220']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Financial Institutions Examination Council,[usagov] Federal Financial Institutions Examination Council,"{'name': 'Federal Financial Institutions Examination Council', 'description': 'The Federal Financial Institutions Examination Council is an interagency body that seeks to standardize the oversight criteria and methods of the various financial regulatory bodies.', 'website': [{'link': 'http://www.ffiec.gov/', 'title': 'Federal Financial Institutions Examination Council'}], 'contact': [{'link': 'http://www.ffiec.gov/contact/default.aspx', 'title': ''}, {'link': 'http://www.ffiec.gov/contact/default.aspx', 'title': 'Contact the Federal Financial Institutions Examination Council'}], 'main_address': ['AK']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Executive Boards,[usagov] Federal Executive Boards,"{'name': 'Federal Executive Boards', 'description': 'Federal Executive Boards operate in 28 US cities and provide a forum for collaboration and information exchange between federal field agencies. In this way, field agencies may share best best practices and lessons learned, or may coordinate efforts when different agencies adopt programs with similar goals.', 'website': [{'link': 'https://www.feb.gov/', 'title': 'Federal Executive Boards'}], 'contact': [{'link': 'https://www.feb.gov/contact-us/', 'title': ''}, {'link': 'https://www.feb.gov/contact-us/', 'title': 'Contact the Federal Executive Boards'}], 'email': [{'link': 'mailto:febinfo@opm.gov', 'title': ''}, {'link': 'mailto:febinfo@opm.gov', 'title': ''}], 'main_address': ['1900 E St., NW', 'Room 7673', 'Washington,', 'DC', '20415']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Energy Regulatory Commission,[usagov] Federal Energy Regulatory Commission,"{'name': 'Federal Energy Regulatory Commission', 'description': 'The Federal Energy Regulatory Commission regulates interstate transmission of electricity, natural gas, and oil, and also regulates hydropower projects and natural gas terminals.', 'website': [{'link': 'https://www.ferc.gov/', 'title': 'Federal Energy Regulatory Commission'}], 'contact': [{'link': 'https://www.ferc.gov/what-ferc', 'title': ''}, {'link': 'https://www.ferc.gov/what-ferc', 'title': 'Contact the Federal Energy Regulatory Commission'}], 'phone_number': ['1-202-502-6088'], 'toll-free_number': ['1-866-208-3372'], 'tty': ['1-202-502-8659'], 'email': [{'link': 'mailto:customer@ferc.gov', 'title': ''}, {'link': 'mailto:customer@ferc.gov', 'title': ''}], 'main_address': ['888 First St., NE', 'Washington,', 'DC', '20426']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Emergency Management Agency,[usagov] Federal Emergency Management Agency,"{'name': 'Federal Emergency Management Agency', 'description': ""The Federal Emergency Management Agency (FEMA) supports citizens and emergency personnel to build, sustain, and improve the nation's capability to prepare for, protect against, respond to, recover from, and mitigate all hazards."", 'website': [{'link': 'https://www.fema.gov/', 'title': 'Federal Emergency Management Agency (FEMA)'}], 'phone_number': ['1-202-646-2500'], 'toll-free_number': ['1-800-621-3362'], 'tty': ['1-800-462-7585'], 'main_address': ['500 C St., SW', 'Washington,', 'DC', '20472']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Election Commission,[usagov] Federal Election Commission,"{'name': 'Federal Election Commission', 'description': 'The Federal Election Commission enforces federal campaign finance laws, including monitoring donation prohibitions, and limits and oversees public funding for presidential campaigns.', 'website': [{'link': 'https://www.fec.gov/', 'title': 'Federal Election Commission'}], 'contact': [{'link': 'https://www.fec.gov/contact/', 'title': 'Contact the Federal Election Commission'}, {'link': 'https://www.fec.gov/introduction-campaign-finance/how-to-research-public-records/', 'title': 'Contact the Public Records Branch'}], 'phone_number': ['1-202-694-1100'], 'toll-free_number': ['1-800-424-9530'], 'tty': ['1-202-219-3336'], 'email': [{'link': 'mailto:info@fec.gov', 'title': ''}, {'link': 'mailto:info@fec.gov', 'title': ''}], 'main_address': ['1050 First Street, NE', 'Washington,', 'DC', '20463']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Deposit Insurance Corporation,[usagov] Federal Deposit Insurance Corporation,"{'name': 'Federal Deposit Insurance Corporation', 'description': 'The Federal Deposit Insurance Corporation (FDIC) answers questions about federal deposit insurance coverage, and handles complaints and inquiries about FDIC-insured state banks which are not members of the Federal Reserve System.', 'website': [{'link': 'https://www.fdic.gov/', 'title': 'Federal Deposit Insurance Corporation (FDIC)'}], 'contact': [{'link': 'https://www.fdic.gov/contact/', 'title': ''}, {'link': 'https://www.fdic.gov/contact/', 'title': 'Contact the Federal Deposit Insurance Corporation'}], 'toll-free_number': ['1-877-275-3342'], 'tty': ['1-800-925-4618'], 'main_address': ['Division of Depositor and Consumer Protection', 'Consumer Response Center', '1100 Walnut St., Box #11', 'Kansas City,', 'MO', '64106']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Court Interpreters,[usagov] Federal Court Interpreters,"{'name': 'Federal Court Interpreters', 'description': 'Program for certified interpreters to serve in federal courts and help deaf people and speakers of languages other than English to communicate.', 'website': [{'link': 'https://www.uscourts.gov/services-forms/federal-court-interpreters', 'title': 'Federal Court Interpreters'}, {'link': 'https://www.uscourts.gov/federal-court-finder/search', 'title': 'Federal Court Finder'}], 'contact': [{'link': 'https://www.uscourts.gov/contact-us', 'title': ''}, {'link': 'https://www.uscourts.gov/contact-us', 'title': 'Contact Form'}], 'phone_number': ['1-202-479-3211'], 'main_address': ['Administrative Office of the US Courts', 'Office of Public Affairs', 'Washington,', 'DC', '20544']}"
/US FEDERAL GOVERNMENT/[usagov] Federal Consulting Group,[usagov] Federal Consulting Group,"{'name': 'Federal Consulting Group', 'description': 'The Federal Consulting Group offers consulting, executive coaching, and performance and customer satisfaction measuring services to federal agencies.', 'website': [{'link': 'https://www.doi.gov/node/43636/', 'title': 'Federal Consulting Group'}], 'contact': [{'link': 'https://www.doi.gov/fcg/fcg-contact-us', 'title': ''}, {'link': 'https://www.doi.gov/fcg/fcg-contact-us', 'title': 'Contact the Federal Consulting Group'}], 'phone_number': ['1-202-513-7687'], 'email': [{'link': 'mailto:FCG@nbc.gov', 'title': ''}, {'link': 'mailto:FCG@nbc.gov', 'title': ''}], 'main_address': ['1849 C St., NW', 'MS 314', 'Washington,', 'DC', '20240-0001']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. National Central Bureau - Interpol,[usagov] U.S. National Central Bureau - Interpol,"{'name': 'U.S. National Central Bureau - Interpol', 'description': 'Interpol Washington, the U.S. National Central Bureau, coordinates law enforcement activities between U.S. agencies and their international counterparts.', 'website': [{'link': 'https://www.justice.gov/interpol-washington', 'title': 'U.S. National Central Bureau - Interpol'}], 'contact': [{'link': 'https://www.justice.gov/contact-us', 'title': ''}, {'link': 'https://www.justice.gov/contact-us', 'title': 'Contact the U.S. National Central Bureau - Interpol-Washington'}], 'phone_number': ['1-202-616-9000'], 'main_address': ['Interpol Washington', 'U.S. Department of Justice', 'Washington,', 'DC', '20530-0001']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. International Trade Commission,[usagov] U.S. International Trade Commission,"{'name': 'U.S. International Trade Commission', 'description': 'The International Trade Commission investigates whether or not, and to what extent, an unfair trade practice harms U.S. businesses. When unfair trade practices are found to harm U.S. businesses, the Commission may implement corrective measures. The Commission also provides the President and Congress impartial information on international trade to inform trade policy.', 'website': [{'link': 'http://www.usitc.gov/', 'title': 'U.S. International Trade Commission'}], 'contact': [{'link': 'https://www.usitc.gov/contact_us.htm', 'title': ''}, {'link': 'https://www.usitc.gov/contact_us.htm', 'title': 'Contact the U.S. International Trade Commission'}], 'phone_number': ['1-202-205-2000'], 'tty': ['1-202-205-1810'], 'main_address': ['500 East St., SW', 'Washington,', 'DC', '20436']}"
/US FEDERAL GOVERNMENT/[usagov] National Transportation Safety Board,[usagov] National Transportation Safety Board,"{'name': 'National Transportation Safety Board', 'description': 'The National Transportation Safety Board investigates every civil aviation accident in the U.S. and significant accidents in other modes of transportation. Based on their investigative findings and special studies, the board makes recommendations aimed at preventing future accidents.', 'website': [{'link': 'https://www.ntsb.gov/Pages/default.aspx', 'title': 'National Transportation Safety Board\xa0(NTSB)'}], 'contact': [{'link': 'https://ntsb.gov/about/Pages/contactus.aspx', 'title': ''}, {'link': 'https://ntsb.gov/about/Pages/contactus.aspx', 'title': 'Contact the National Transportation Safety Board'}], 'phone_number': ['1-202-314-6000'], 'main_address': [""490 L'Enfant Plaza, SW"", 'Washington,', 'DC', '20024']}"
/US FEDERAL GOVERNMENT/[usagov] National Telecommunications and Information Administration,[usagov] National Telecommunications and Information Administration,"{'name': 'National Telecommunications and Information Administration', 'description': 'The National Telecommunications and Information Administration manages federal spectrum use, makes grants to develop and deploy broadband internet, conducts telecommunications research, and advises the president on telecommunications and information policy issues.', 'website': [{'link': 'http://www.ntia.doc.gov/', 'title': 'National Telecommunications and Information Administration'}], 'contact': [{'link': 'https://www.ntia.doc.gov/contact', 'title': ''}, {'link': 'https://www.ntia.doc.gov/contact', 'title': 'Contact the National Telecommunications and Information Administration'}], 'phone_number': ['1-202-482-2000'], 'main_address': ['1401 Constitution Ave., NW', 'Washington,', 'DC', '20230']}"
/US FEDERAL GOVERNMENT/[usagov] National Technical Information Service,[usagov] National Technical Information Service,"{'name': 'National Technical Information Service', 'description': 'The National Technical Information Service provides businesses, universities, and the public access to government-funded scientific, engineering, technical, and business related information.', 'website': [{'link': 'https://www.ntis.gov/', 'title': 'National Technical Information Service'}], 'contact': [{'link': 'https://www.ntis.gov/contact-us/', 'title': ''}, {'link': 'https://www.ntis.gov/contact-us/', 'title': 'Contact the National Technical Information Service'}], 'phone_number': ['1-703-605-6050 (Customer Service)'], 'toll-free_number': ['1-888-584-8332 (Customer Service)'], 'email': [{'link': 'mailto:info@ntis.gov', 'title': ''}, {'link': 'mailto:info@ntis.gov', 'title': ''}], 'main_address': ['5301 Shawnee Rd.', 'Alexandria,', 'VA', '22312']}"
/US FEDERAL GOVERNMENT/[usagov] National Security Council,[usagov] National Security Council,"{'name': 'National Security Council', 'description': 'The National Security Council advises the President on national security and foreign policy.', 'website': [{'link': 'https://www.whitehouse.gov/nsc/', 'title': 'National Security Council'}], 'contact': [{'link': 'https://www.whitehouse.gov/contact', 'title': ''}, {'link': 'https://www.whitehouse.gov/contact', 'title': 'Contact the National Security Council'}], 'main_address': ['The White House', '1600 Pennsylvania Ave., NW', 'Washington,', 'DC', '20500']}"
/US FEDERAL GOVERNMENT/[usagov] National Security Agency,[usagov] National Security Agency,"{'name': 'National Security Agency', 'description': 'The National Security Agency protects national security systems and information.', 'website': [{'link': 'http://www.nsa.gov/', 'title': 'National Security Agency'}], 'contact': [{'link': 'https://www.nsa.gov/about/contact-us/', 'title': ''}, {'link': 'https://www.nsa.gov/about/contact-us/', 'title': 'Contact the National Security Agency'}], 'phone_number': ['1-301-688-6311'], 'main_address': ['9800 Savage Rd.', 'Suite 6272', 'Fort Meade,', 'MD', '20755-6000']}"
/US FEDERAL GOVERNMENT/[usagov] National Science Foundation,[usagov] National Science Foundation,"{'name': 'National Science Foundation', 'description': 'The National Science Foundation supports research and education across all fields of science and technology, primarily through grants.', 'website': [{'link': 'http://www.nsf.gov/', 'title': 'National Science Foundation (NSF)'}], 'contact': [{'link': 'http://www.nsf.gov/help/contact.jsp', 'title': 'Contact the National Science Foundation'}, {'link': 'http://www.nsf.gov/staff/', 'title': 'Staff Directory'}], 'phone_number': ['1-703-292-5111'], 'toll-free_number': ['1-800-877-8339'], 'tty': ['1-703-292-5090', '1-800-281-8749'], 'email': [{'link': 'mailto:info@nsf.gov', 'title': ''}, {'link': 'mailto:info@nsf.gov', 'title': ''}], 'main_address': ['2415 Eisenhower Ave.', 'Alexandria,', 'VA', '22314']}"
/US FEDERAL GOVERNMENT/[usagov] National Reconnaissance Office,[usagov] National Reconnaissance Office,"{'name': 'National Reconnaissance Office', 'description': 'The National Reconnaissance Office is responsible for designing, building, launching, and maintaining intelligence satellites.', 'website': [{'link': 'http://www.nro.gov/', 'title': 'National Reconnaissance Office'}], 'contact': [{'link': 'https://www.nro.gov/Contact/', 'title': ''}, {'link': 'https://www.nro.gov/Contact/', 'title': 'Contact the National Reconnaissance Office'}], 'phone_number': ['1-703-808-1198'], 'main_address': ['14675 Lee Rd.', 'Chantilly,', 'VA', '20151-1715']}"
/US FEDERAL GOVERNMENT/[usagov] National Railroad Passenger Corporation,[usagov] National Railroad Passenger Corporation,"{'name': 'National Railroad Passenger Corporation', 'description': 'Amtrak, the National Railroad Passenger Corporation, provides intercity rail passenger service.', 'website': [{'link': 'https://www.amtrak.com/home.html', 'title': 'National Railroad Passenger Corporation (AMTRAK)'}], 'contact': [{'link': 'https://www.amtrak.com/contact-us', 'title': ''}, {'link': 'https://www.amtrak.com/contact-us', 'title': 'Contact the National Railroad Passenger Corporation (AMTRAK)'}], 'toll-free_number': ['1-800-USA-RAIL (1-800-872-7245)'], 'tty': ['1-800-523-6590'], 'main_address': ['1 Massachusetts Ave. NW', 'Washington,', 'DC', '20001']}"
/US FEDERAL GOVERNMENT/[usagov] National Pesticide Information Center,[usagov] National Pesticide Information Center,"{'name': 'National Pesticide Information Center', 'description': 'A service that provides objective, science-based information about a wide variety of pesticide-related subjects, including pesticide products, pesticide poisonings, toxicology, and environmental chemistry.', 'website': [{'link': 'http://npic.orst.edu', 'title': 'National Pesticide Information Center'}], 'toll-free_number': ['1-800-858-7378'], 'email': [{'link': 'mailto:npic@ace.orst.edu', 'title': ''}, {'link': 'mailto:npic@ace.orst.edu', 'title': ''}], 'main_address': ['Oregon State University', '333 Weniger Hall', 'Corvallis,', 'OR', '97331-6502']}"
/US FEDERAL GOVERNMENT/[usagov] National Park Service,[usagov] National Park Service,"{'name': 'National Park Service', 'description': 'The National Park Service cares for the more than 400 national parks in the United States. The National Park Service partners with local communities to assist in historic preservation and the creation and maintenance of recreational spaces.', 'website': [{'link': 'https://www.nps.gov/index.htm', 'title': 'National Park Service'}], 'contact': [{'link': 'https://www.nps.gov/aboutus/contactus.htm', 'title': ''}, {'link': 'https://www.nps.gov/aboutus/contactus.htm', 'title': 'Contact the National Park Service'}], 'phone_number': ['1-202-208-6843 (National Headquarters)'], 'find_an_office_near_you': [{'link': 'https://www.nps.gov/findapark/index.htm', 'title': 'Find a Park Near You'}, {'link': 'https://www.nps.gov/getinvolved/communities.htm', 'title': 'Partnerships in Your Community'}], 'main_address': ['1849 C St., NW', 'Washington,', 'DC', '20240']}"
/US FEDERAL GOVERNMENT/[usagov] National Park Foundation,[usagov] National Park Foundation,"{'name': 'National Park Foundation', 'description': 'The National Park Foundation supports America’s national parks through conservation, preservation, education, and community engagement.', 'website': [{'link': 'http://www.nationalparks.org/', 'title': 'National Park Foundation'}], 'contact': [{'link': 'https://www.nationalparks.org/contact', 'title': ''}, {'link': 'https://www.nationalparks.org/contact', 'title': 'Contact the National Park Foundation'}], 'phone_number': ['1-202-354-6460'], 'email': [{'link': 'mailto:ask-npf@nationalparks.org', 'title': ''}, {'link': 'mailto:ask-npf@nationalparks.org', 'title': ''}], 'find_an_office_near_you': [{'link': 'http://www.nationalparks.org/explore/?fa=complete-list', 'title': ''}, {'link': 'http://www.nationalparks.org/explore/?fa=complete-list', 'title': 'Find a Park Near You'}], 'main_address': ['1201 I St., NW', 'Suite 550B', 'Washington,', 'DC', '20005']}"
/US FEDERAL GOVERNMENT/[usagov] National Oceanic and Atmospheric Administration,[usagov] National Oceanic and Atmospheric Administration,"{'name': 'National Oceanic and Atmospheric Administration', 'description': 'The National Oceanic and Atmospheric Administration (NOAA) works to understand and predict changes in climate, weather, oceans, and coasts. Their work supports severe weather preparedness, and international shipping.', 'website': [{'link': 'https://www.noaa.gov/', 'title': 'National Oceanic and Atmospheric Administration (NOAA)'}], 'contact': [{'link': 'https://www.noaa.gov/contact-us', 'title': 'Contact the National Oceanic and Atmospheric Administration (NOAA)'}, {'link': 'https://nsd.rdc.noaa.gov/', 'title': 'Staff Directory'}], 'find_an_office_near_you': [{'link': 'https://www.legislative.noaa.gov/NIYS/', 'title': ''}, {'link': 'https://www.legislative.noaa.gov/NIYS/', 'title': 'Find Facilities and Programs Near You'}], 'main_address': ['1401 Constitution Ave., NW', 'Room 5128', 'Washington,', 'DC', '20230']}"
/US FEDERAL GOVERNMENT/[usagov] National Ocean Service,[usagov] National Ocean Service,"{'name': 'National Ocean Service', 'description': 'The National Ocean Service provides data, tools, and services that support coastal economies and their contribution to the national economy.', 'website': [{'link': 'https://oceanservice.noaa.gov/', 'title': 'National Ocean Service'}], 'contact': [{'link': 'https://oceanservice.noaa.gov/contact.html', 'title': 'Contact the National Ocean Service'}, {'link': 'https://nsd.rdc.noaa.gov/', 'title': 'Staff Directory'}], 'phone_number': ['1-301-713-3010'], 'email': [{'link': 'mailto:nos.info@noaa.gov', 'title': ''}, {'link': 'mailto:nos.info@noaa.gov', 'title': ''}], 'main_address': ['SSMC4, Room 13317', '1305 East West Highway', 'Silver Spring,', 'MD', '20910']}"
/US FEDERAL GOVERNMENT/[usagov] National Nuclear Security Administration,[usagov] National Nuclear Security Administration,"{'name': 'National Nuclear Security Administration', 'description': ""The National Nuclear Security Administration works to ensure that the nation's stockpile of nuclear weapons is safe and secure. It also works to ensure the safety of naval nuclear reactors, is the first responder in case of nuclear emergency, and works on worldwide nuclear nonproliferation issues."", 'website': [{'link': 'https://www.energy.gov/nnsa/national-nuclear-security-administration', 'title': 'National Nuclear Security Administration'}], 'contact': [{'link': 'https://www.energy.gov/nnsa/nnsa-contact-us', 'title': ''}, {'link': 'https://www.energy.gov/nnsa/nnsa-contact-us', 'title': 'Contact the National Nuclear Security Administration'}], 'phone_number': ['1-202-586-5000 (Energy Switchboard)'], 'toll-free_number': ['1-800-342-5363'], 'main_address': ['1000 Independence Ave., SW', 'Washington,', 'DC', '20585']}"
/US FEDERAL GOVERNMENT/[usagov] National Mediation Board,[usagov] National Mediation Board,"{'name': 'National Mediation Board', 'description': 'The National Mediation Board facilitates the resolution of labor-management disputes in the rail and airline industries.', 'website': [{'link': 'https://nmb.gov/NMB_Application/', 'title': 'National Mediation Board'}], 'contact': [{'link': 'https://nmb.gov/NMB_Application/index.php/agency-contact-center/', 'title': ''}, {'link': 'https://nmb.gov/NMB_Application/index.php/agency-contact-center/', 'title': 'Contact the National Mediation Board'}], 'phone_number': ['1-202-692-5050'], 'email': [{'link': 'mailto:infoline@nmb.gov', 'title': ''}, {'link': 'mailto:infoline@nmb.gov', 'title': ''}], 'main_address': ['1301 K St., NW', 'Suite 250 East', 'Washington,', 'DC', '20005-7011']}"
/US FEDERAL GOVERNMENT/[usagov] NOAA Fisheries,[usagov] NOAA Fisheries,"{'name': 'NOAA Fisheries', 'description': 'NOAA Fisheries, also known as the National Marine Fisheries Service, is responsible for the management, conservation, and protection of living marine resources within about 200 miles of the U.S. coast.', 'website': [{'link': 'https://www.nmfs.noaa.gov/', 'title': 'NOAA Fisheries'}], 'contact': [{'link': 'https://www.fisheries.noaa.gov/contact-us', 'title': 'Contact NOAA Fisheries'}, {'link': 'https://www.fisheries.noaa.gov/contact-directory/regional-offices', 'title': 'Contact NOAA Fisheries Regions'}], 'main_address': ['1315 East-West Highway', 'Silver Spring,', 'MD', '20910']}"
/US FEDERAL GOVERNMENT/[usagov] National Library of Medicine,[usagov] National Library of Medicine,"{'name': 'National Library of Medicine', 'description': 'The National Library of Medicine (NLM) is a leader in research in biomedical informatics and data science and the world’s largest biomedical library. NLM conducts and supports research in methods for recording, storing, retrieving, preserving, and communicating health information. It is part of the National Institutes of Health (NIH).', 'website': [{'link': 'https://www.nlm.nih.gov/', 'title': 'National Library of Medicine'}], 'contact': [{'link': 'https://support.nlm.nih.gov/?deptID=28054', 'title': ''}, {'link': 'https://support.nlm.nih.gov/?deptID=28054', 'title': 'NLM Support Center'}], 'toll-free_number': ['(888) 346-3656'], 'email': [{'link': 'mailto:NLMCommunications@nih.gov', 'title': ''}, {'link': 'mailto:NLMCommunications@nih.gov', 'title': ''}], 'main_address': ['8600 Rockville Pike', 'Bethesda,', 'MD', '20894']}"
/US FEDERAL GOVERNMENT/[usagov] National Laboratories,[usagov] National Laboratories,"{'name': 'National Laboratories', 'description': 'The National Laboratories conduct scientific research and development in areas related to energy and technology.', 'website': [{'link': 'https://www.energy.gov/national-laboratories', 'title': 'National Laboratories'}], 'find_an_office_near_you': [{'link': 'https://www.ameslab.gov/', 'title': 'Ames Laboratory'}, {'link': 'https://www.anl.gov/', 'title': 'Argonne National Laboratory'}, {'link': 'https://www.bnl.gov/world/', 'title': 'Brookhaven National Laboratory'}, {'link': 'https://www.fnal.gov/', 'title': 'Fermi National Accelerator\xa0Laboratory'}, {'link': 'https://frederick.cancer.gov/', 'title': 'Frederick National Laboratory for Cancer Research'}, {'link': 'https://inl.gov/', 'title': 'Idaho National Laboratory'}, {'link': 'https://www.lbl.gov/', 'title': 'Lawrence Berkeley National Laboratory'}, {'link': 'https://www.llnl.gov/', 'title': 'Lawrence Livermore National Laboratory'}, {'link': 'https://www.lanl.gov/', 'title': 'Los Alamos National Laboratory'}, {'link': 'https://www.netl.doe.gov/', 'title': 'National Energy Technology Laboratory'}, {'link': 'https://www.nrel.gov/', 'title': 'National Renewable Energy Laboratory'}, {'link': 'https://www.ornl.gov/', 'title': 'Oak Ridge National Laboratory'}, {'link': 'https://www.pnnl.gov/', 'title': 'Pacific Northwest National Laboratory'}, {'link': 'https://www.pppl.gov/', 'title': 'Princeton Plasma Physics Laboratory'}, {'link': 'https://www.sandia.gov/', 'title': 'Sandia National Laboratory'}, {'link': 'https://srnl.doe.gov/', 'title': 'Savannah River National Laboratory'}, {'link': 'https://www6.slac.stanford.edu/', 'title': 'SLAC National Accelerator Laboratory'}, {'link': 'https://www.jlab.org/', 'title': 'Thomas Jefferson National Accelerator Facility'}]}"
/US FEDERAL GOVERNMENT/[usagov] National Labor Relations Board,[usagov] National Labor Relations Board,"{'name': 'National Labor Relations Board', 'description': 'The National Labor Relations Board enforces the National Labor Relations Act by investigating allegations of wrong-doing brought by workers, unions, or employers, conducting elections, and deciding and resolving cases.', 'website': [{'link': 'https://www.nlrb.gov/', 'title': 'National Labor Relations Board (NLRB)'}], 'contact': [{'link': 'https://www.nlrb.gov/contact-us', 'title': ''}, {'link': 'https://www.nlrb.gov/contact-us', 'title': 'Contact the National Labor Relations Board'}], 'phone_number': ['1-202-273-1000'], 'toll-free_number': ['1-866-667-NLRB (1-866-667-6572)'], 'tty': ['1-866-315-NLRB (1-866-315-6572)'], 'find_an_office_near_you': [{'link': 'https://www.nlrb.gov/about-nlrb/who-we-are/regional-offices', 'title': ''}, {'link': 'https://www.nlrb.gov/about-nlrb/who-we-are/regional-offices', 'title': 'Regional Offices'}], 'main_address': ['1099 14th St., NW', 'Washington,', 'DC', '20570-0001']}"
/US FEDERAL GOVERNMENT/[usagov] National Interagency Fire Center,[usagov] National Interagency Fire Center,"{'name': 'National Interagency Fire Center', 'description': 'The National Interagency Fire Center coordinates the national mobilization of resources for wildland fire and other incidents throughout the United States.', 'website': [{'link': 'https://www.nifc.gov/', 'title': 'National Interagency Fire Center'}], 'contact': [{'link': 'https://www.nifc.gov/contact-us', 'title': 'Contact the National Interagency Fire Center'}, {'link': 'https://www.nifc.gov/sites/default/files/document-media/web_directory.pdf', 'title': 'Staff Directory'}], 'phone_number': ['1-208-387-5512'], 'email': [{'link': 'mailto:BLM_FA_NIFC_Comments@blm.gov', 'title': ''}, {'link': 'mailto:BLM_FA_NIFC_Comments@blm.gov', 'title': ''}], 'main_address': ['3833 S Development Ave.', 'Boise,', 'ID', '83705-5354']}"
/US FEDERAL GOVERNMENT/[usagov] National Institutes of Health,[usagov] National Institutes of Health,"{'name': 'National Institutes of Health', 'description': 'The National Institutes of Health (NIH) is the primary Federal agency for conducting and supporting medical research.', 'website': [{'link': 'https://www.nih.gov/', 'title': 'National Institutes of Health (NIH)'}], 'contact': [{'link': 'https://www.nih.gov/about-nih/contact-us', 'title': 'Contact the National Institutes of Health'}, {'link': 'https://www.nih.gov/about-nih/ask-nih', 'title': 'Email the National Institutes of Health'}], 'phone_number': ['1-301-496-4000'], 'tty': ['1-301-402-9612'], 'find_an_office_near_you': [{'link': 'https://medlineplus.gov/directories.html', 'title': ''}, {'link': 'https://medlineplus.gov/directories.html', 'title': 'Find a Healthcare Provider'}], 'main_address': ['9000 Rockville Pike', 'Bethesda,', 'MD', '20892']}"
/US FEDERAL GOVERNMENT/[usagov] National Institute of Standards and Technology,[usagov] National Institute of Standards and Technology,"{'name': 'National Institute of Standards and Technology', 'description': 'The National Institute of Standards and Technology promotes U.S. innovation and industrial competitiveness by advancing measurement science, standards, and technology in ways that enhance economic security and improve our quality of life.', 'website': [{'link': 'https://www.nist.gov/', 'title': 'National Institute of Standards and Technology (NIST)'}], 'contact': [{'link': 'http://www.nist.gov/public_affairs/contact.cfm', 'title': 'Contact the National Institute of Standards and Technology'}, {'link': 'https://www.nist.gov/about-nist/our-organization/people', 'title': 'Staff Directory'}], 'phone_number': ['1-301-975-6478'], 'tty': ['1-800-877-8339'], 'email': [{'link': 'mailto:inquiries@nist.gov', 'title': ''}, {'link': 'mailto:inquiries@nist.gov', 'title': ''}], 'find_an_office_near_you': [{'link': 'https://www.nist.gov/about-nist/our-organization/locations', 'title': ''}, {'link': 'https://www.nist.gov/about-nist/our-organization/locations', 'title': 'National Institute\xa0of Standards and Technology (NIST)\xa0Locations'}], 'main_address': ['100 Bureau Dr.', 'Stop 1070', 'Gaithersburg,', 'MD', '20899-1070']}"
